titulo,tipo_puesto,tecnologias_x,jornada,es_remoto,link
Graduate Program: Android Engineer,Desarrollador Movil,adoid,Jornada completa,True,https://www.tecnoempleo.com/graduate-program-android-engineer-revolut/android/rf-0a1d18b55244c3c21c4a
Software Development Manager,Jefe de Equipo,sofwae,Jornada completa,False,https://www.tecnoempleo.com/software-development-manager-amazon/software/rf-2b081b79429863ca984e
Senior Software Engineer,Programador,sofwae,Jornada completa,False,https://www.tecnoempleo.com/senior-software-engineer-datadog/software/rf-d92b1228e2f363a4c444
Data Center Capacity Install Tech,Tecnico Hardware,hadwae,Jornada completa,False,https://www.tecnoempleo.com/data-center-capacity-install-tech-amazon/hardware/rf-c8a81dd84262c3026748
Chief Information Security Officer,Ciberseguridad,"cibeseguidad,CISSP,CISM",Jornada completa,False,https://www.tecnoempleo.com/chief-information-security-officer-santander/ciberseguridad-cissp-cism/rf-f943110c022723e79a46
Tecnico de Marketing Disenador,Diseno grafico,"GoogleAalyics,IDesig,CoelDaw",Jornada completa,False,https://www.tecnoempleo.com/tecnico-marketing-disenador-michael-page/google-analytics-indesign-corel-d/rf-19d11b15222393875e47
Senior Software Engineer - Fintech,Programador,"Djago,FasAPI,PosgeSQL",Jornada completa,False,https://www.tecnoempleo.com/senior-software-engineer-fintech-ebury/django-fastapi-postgresql-kafka-aws/rf-2d9b1309f26c6365674d
AWS Cloud Architect,Arquitecto TIC,"AWS,Lambda,Aiflow",Jornada completa,True,https://www.tecnoempleo.com/aws-cloud-architect-plexus/aws-lambda-airflow/rf-2de41e4132a8b33df748
Appian Developer,Programador,"Appia,AWS,BPM",Jornada completa,True,https://www.tecnoempleo.com/appian-developer-malthus-darwin/appian-aws-bpm/rf-647011c6c2ebd33cb042
Insights and data specialist,Marketing,"GoogleAalyics,AdobeAalyics,GA4",Jornada completa,False,https://www.tecnoempleo.com/insights-and-data-specialist-accenture/google-analytics-adobe-analytics-ga/rf-5cf7162f624ce395f643
Senior Software Developer,Programador,"Java,C#,JavaScip",Jornada completa,False,https://www.tecnoempleo.com/senior-software-developer-oracle/java-c-javascript-c-oracle-apex/rf-aa3b1f98f2bb23467048
Senior Software Developer,Programador,"Java,C,C#",Jornada completa,False,https://www.tecnoempleo.com/senior-software-developer-oracle/java-c-c/rf-2d0712e292b9a3267648
Tecnico/a de Inspecciones Hardware,Tecnico Hardware,hadwae,Jornada completa,False,https://www.tecnoempleo.com/tecnico-inspecciones-hardware-gmv/hardware/rf-f8e8156d62d603dea948
TECHNICAL DATA ENGINEER (AMM) NH90,Ingenieros/Industria,NH90,Jornada completa,False,https://www.tecnoempleo.com/technical-data-engineer-amm-nh90-airbus/nh90/rf-5c63183d229e03db5343
SAP Warehouse Management Consultant,Consultor,SAP,Jornada completa,False,https://www.tecnoempleo.com/sap-warehouse-management-consultant-basf/sap/rf-86ad1685a2ec4308114f
Senior Software Developer,Programador,"C,C#,SQL",Jornada completa,False,https://www.tecnoempleo.com/senior-software-developer-oracle/c-c-sql/rf-6bf21338620cf39aaf48
Manager Solution Architect Data,Big Data,"Pyho,ETL,Hadoop",Jornada completa,False,https://www.tecnoempleo.com/manager-solution-architect-data-deloitte/python-etl-hadoop-spark-hive-elas/rf-0df314a5220aa357d24f
Graduate Program: Frontend Engineer,Desarrollador Web,"Javascip,Reac",Jornada completa,True,https://www.tecnoempleo.com/graduate-program-frontend-engineer-revolut/javascript-react/rf-00cc123b020fc38c8643
Graduate Programme: Strategy &Operations,Big Data,"sql,pyho,R",Jornada completa,True,https://www.tecnoempleo.com/graduate-programme-strategy-operations-revolut/sql-python-r/rf-62421bea12e9d3eb634b
Graduate Programme:Backend Java Engineer,Programador,"java,api",Jornada completa,True,https://www.tecnoempleo.com/graduate-programme-backend-java-engineer-revolut/java-api/rf-94171c72d215a3a27a4b
Software Developer,Programador,"java,spig",Jornada completa,True,https://www.tecnoempleo.com/software-developer-plexus/java-spring/rf-01ff194c022da3d11a4b
Software Development Engineer,Programador,"Java,C,C#",Jornada completa,False,https://www.tecnoempleo.com/software-development-engineer-amazon/java-c-c/rf-5419153aa29583d49642
AWS Developer,Programador,"AWS,DyamoDB,java",Jornada completa,True,https://www.tecnoempleo.com/aws-developer-plexus/aws-dynamodb-java-python/rf-4c7f176bb2667334a746
Desarrollador/a FullStack,Programador,"java,eac,JavaScip",Jornada completa,False,https://www.tecnoempleo.com/desarrollador-fullstack-akkodis/java-react-javascript/rf-94fa1ba812b97319684f
Fullstack Developer,Programador,"Reac,Agula,TypeScip",Jornada completa,False,https://www.tecnoempleo.com/fullstack-developer-accenture/react-angular-typescript/rf-3fda13e022e41374104f
Desarrolladores Java,Programador,"java,micosevicios",Jornada completa,False,https://www.tecnoempleo.com/desarrolladores-java-akkodis/java-microservicios/rf-4e9c1b26625943081645
Senior Elixir Software Developer,Programador,Elixi,Jornada completa,False,https://www.tecnoempleo.com/senior-elixir-software-developer-babel-profiles/elixir/rf-5c34136512c6838c744c
Ingeniero/a de Ciberseguridad,Ciberseguridad,Cibeseguidad,Jornada completa,True,https://www.tecnoempleo.com/ingeniero-ciberseguridad-akkodis/ciberseguridad/rf-7a3215f6e24d93933741
Business Analyst - ETF & Credit Trading,Analista,"agile,daa,lea",Jornada completa,True,https://www.tecnoempleo.com/business-analyst-etf-credit-trading-axiom-software/agile-data-lean-testing/rf-d82a166ce26953743d46
Consultor comercial TECH,Comercial,"Cloudsevicioselaube,googleAds,Hubspo",Jornada completa,True,https://www.tecnoempleo.com/consultor-comercial-tech-the-whiteam/cloud-servicios-en-la-nube-google-ads/rf-59971d72e23be3db5048
Ingeniero/a C++,Programador,"C,C,id",Jornada completa,False,https://www.tecnoempleo.com/ingeniero-c-presencial/c-c-i-d/rf-ab2814a3122a93702e41
Project Manager,Consultor,"excel,pojecmaage,machieleaig",Jornada completa,False,https://www.tecnoempleo.com/project-manager-acuratio/excel-project-manager-machine-learning-ai/rf-ab3c190b326b73e0d04d
Consultor Preventa liferay,Consultor,lifeay,Jornada completa,True,https://www.tecnoempleo.com/consultor-preventa-liferay-remoto/liferay/rf-1b791f288295e39dfd4b
AI Engineer,Inteligencia Artificial/Machine Learning,"pyho,aws,gi",Jornada completa,False,https://www.tecnoempleo.com/ai-engineer-axiom-software-solutions/python-aws-git-kubernetes-data-ci-cd-/rf-3c1f1d56a257d352b940
Tecnico/a Help Desk IT,Soporte Tecnico,"Widows,macOS,Micosof365",Jornada completa,False,https://www.tecnoempleo.com/tecnico-help-desk-it-lleida-control/windows-macos-microsoft-365-google-wor/rf-58c116c5f261f3d0a141
Cloud Solution Architect,Arquitecto TIC,"sql,jia,agile",Jornada completa,False,https://www.tecnoempleo.com/cloud-solution-architect-axiom-software-solutions/sql-jira-agile-data-scru/rf-1e241ca7e255a37f5742
Technical Leader,Jefe de Equipo,"Spak,Scala",Jornada completa,False,https://www.tecnoempleo.com/technical-leader-axiom-software-solutions/spark-scala/rf-c7071b5fe261b376ca42
Software Development Manager,Analista Programador,websevices,Jornada completa,False,https://www.tecnoempleo.com/software-development-manager-amazon/web-services/rf-bc2c15324236530a2a4f
Software Engineer - Backend Generalist,Programador,pogamacio,Jornada completa,False,https://www.tecnoempleo.com/software-engineer-backend-generalist-datadog/programacion/rf-7b5016636206c376a84b
Appian Developer,Programador,Appia,Jornada completa,False,https://www.tecnoempleo.com/appian-developer-cognizant-technology-solutions/appian/rf-249c12e2628b5383384f
Ingeniero Integracion WSO2,Programador,"WS02,e,C#",Jornada completa,False,https://www.tecnoempleo.com/ingeniero-integracion-wso2-michael-page/ws02-net-c/rf-c91c133cb27eb3651f46
Java Developer - Springboot,Programador,"java,spig",Jornada completa,True,https://www.tecnoempleo.com/java-developer-springboot-plexus/java-spring/rf-7b7313bf022da324484d
Consultor IT,Consultor,Sage,Jornada completa,False,https://www.tecnoempleo.com/consultor-it-michael-page/sage/rf-7562186562be03773541
Software Engineer GCP,Programador,"GCP,Pyho,Padas",Jornada completa,False,https://www.tecnoempleo.com/software-engineer-gcp-axiom-software-solutions/gcp-python-pandas/rf-406415cfd229734df740
Senior Data Scientist,Big Data,"Pyho,Spak,ScikiLea",Jornada completa,False,https://www.tecnoempleo.com/senior-data-scientist-axiom-software-solutions/python-spark-scikit-learn-p/rf-6acb1b8d7262c3c6ee43
Senior Backend Developer,Programador,"Spak,Scala,ETL",Jornada completa,False,https://www.tecnoempleo.com/senior-backend-developer-axiom-software-solutions/spark-scala-etl/rf-872118dff2aad3601242
Junior Ciberseguridad,Ciberseguridad,Cibeseguidad,Jornada completa,False,https://www.tecnoempleo.com/junior-ciberseguridad-deloitte/ciberseguridad/rf-ff781fac2275f38e7f45
Database Specialist (English Speaker),Big Data,"SQLSeve,DWH,PoweBI",Jornada completa,False,https://www.tecnoempleo.com/database-specialist-english-speaker-blu-selection/sql-server-dwh-power-bi/rf-c58b18bb82aed300664e
Software Engineer - Fintech,Analista Programador,"Djago,FasAPI,PosgeSQL",Jornada completa,False,https://www.tecnoempleo.com/software-engineer-fintech-ebury/django-fastapi-postgresql-kafka-aws-kubern/rf-ba1a1a732290430e0346
Software Engineer,Programador,"TypeScip,Nes,Node",Jornada completa,False,https://www.tecnoempleo.com/software-engineer-axiom-software-solutions/typescript-nest-node/rf-62c9122922996389bf4a
Senior Market Insights Manager,Analista,"Excel,SQL,Tableau",Jornada completa,False,https://www.tecnoempleo.com/senior-market-insights-manager-aristocrat/excel-sql-tableau/rf-5b2b1eb8820ed373b443
Experto Sisnet (Ingles B2),Técnico de Sistemas,"sise,zeocode",Jornada completa,True,https://www.tecnoempleo.com/experto-sisnet-ingles-b2-krell-consulting-training/sisnet-zerocode/rf-a7ff13f442e233a4f942
Analista programador/a Natural Adabas,Analista Programador,"Naual,Adabas,HOST",Jornada completa,False,https://www.tecnoempleo.com/analista-programador-natural-adabas-serbyte-servic/natural-adabas-host/rf-f50e1a61421583963646
Tecnico junior gestion de proyectos,Tecnico de Gestion,"PMO,Excel,Powepoi",Jornada completa,False,https://www.tecnoempleo.com/tecnico-junior-gestion-proyectos-deloitte/pmo-excel-powerpoint/rf-3da11042225e33e83d43
Gestor/a de proyectos I+D,I+D,ID,Jornada completa,False,https://www.tecnoempleo.com/gestor-proyectos-i-d-michael-page/i-d/rf-c86a1561a2ccd3332443
Principal Software Engineer,Programador,"Pyho,CI/CD",Jornada completa,False,https://www.tecnoempleo.com/principal-software-engineer-ebury/python-ci-cd/rf-cffd148f122113efda43
Manager Technology Consulting,Consultor,"ITIL,PMP",Jornada completa,False,https://www.tecnoempleo.com/manager-technology-consulting-ey/itil-pmp/rf-d6ec179442c6e39f294e
Software Engineer,Programador,"Pyho,Koli,MySQL",Jornada completa,True,https://www.tecnoempleo.com/software-engineer-affirm/python-kotlin-mysql/rf-1f72152c42dee315804e
Technology Consolidation,Técnico de Sistemas,"Pivo,VLookUps,SQL",Jornada completa,False,https://www.tecnoempleo.com/technology-consolidation-amazon/pivot-vlookups-sql/rf-acb0167272c223018a41
Senior IT engineer,Técnico de Sistemas,"Ubuu,RHEL,CeOS",Jornada completa,False,https://www.tecnoempleo.com/senior-it-engineer-michael-page/ubuntu-rhel-centos-windows/rf-88f61ebbf289a3f4cd4d
React developer,Programador,"Reac,ode,HTML",Jornada completa,True,https://www.tecnoempleo.com/react-developer-sg-tech/react-node-html/rf-f2721ef7227fd39e7941
Stores Integration engineer,Ingenieros/Industria,"Malab,Simulik,C",Jornada completa,False,https://www.tecnoempleo.com/stores-integration-engineer-airbus/matlab-simulink-c/rf-ef18159b52bb6354494c
Analista Programador Desarrollo Front,Analista Programador,"agula,ypescip,auomappe",Jornada completa,False,https://www.tecnoempleo.com/analista-programador-desarrollo-front-krell-consul/angular-typescript-auto/rf-31e31e5da264930c864d
Ingeniero/a de ciberseguridad SIEM,Ciberseguridad,"cibeseguidad,SIEM",Jornada completa,False,https://www.tecnoempleo.com/ingeniero-ciberseguridad-siem-gmv/ciberseguridad-siem/rf-5a4c12a6125ee3b3e745
Analista Programador Senior COBOL,Programador,cobol,Jornada completa,False,https://www.tecnoempleo.com/analista-programador-senior-cobol-sg-tech/cobol/rf-3c941fd8020573b8a449
Desarrollo front React,Programador,"Reac,JavaScip",Jornada completa,False,https://www.tecnoempleo.com/desarrollo-front-react-accenture/react-javascript/rf-01ce1dae827b53cd8047
Desarrollo Tibco MdW Business Works,Programador,"ibco,BusiessWoks",Jornada completa,True,https://www.tecnoempleo.com/desarrollo-tibco-mdw-business-works-krell-consulti/tibco-business-works/rf-c5481b2282fbd35f9f42
Data Analytics Intern,Analista,"SQL,Pyho",Jornada completa,False,https://www.tecnoempleo.com/data-analytics-intern-criteo/sql-python/rf-60241e9042f933de5c42
Portfolio Manager (ServiceNow expert),Consultor,SeviceNow,Jornada completa,False,https://www.tecnoempleo.com/portfolio-manager-servicenow-expert-michael-page/servicenow/rf-6e9a11ee224ac338b242
Team Leader Java MICRO,Jefe de Equipo,"java,spig,mave",Jornada completa,True,https://www.tecnoempleo.com/team-leader-java-micro-plexus/java-spring-maven/rf-32c61271520813979f43
Arquitecto Azure,Arquitecto TIC,"Azure,Teafom,AWS",Jornada completa,False,https://www.tecnoempleo.com/arquitecto-azure-page-personnel/azure-terraform-aws/rf-e3b51b75125353405441
Analista programador .net core,Analista Programador,".e,.ecoe,Agula",Jornada completa,False,https://www.tecnoempleo.com/analista-programador-net-core-serbyte-servicios-it/net-net-core-angular/rf-247a182d72b613e04549
Java Developer- Spring boot,Programador,"java,spig",Jornada completa,False,https://www.tecnoempleo.com/java-developer-spring-boot-axiom-software-solution/java-spring/rf-25d5131cb2449337844e
Backend Developer,Programador,"java,spig,Kafka",Jornada completa,False,https://www.tecnoempleo.com/backend-developer-axiom-software-solutions/java-spring-kafka/rf-261d155a824053b95244
Senior Data Engineer,Big Data,"SQL,Databicks,Syapse",Jornada completa,False,https://www.tecnoempleo.com/senior-data-engineer-ey/sql-databricks-synapse-spark-hadoop/rf-b82f1f66a2bfa3931949
Fullstack vuejs/java,Programador,"Vue,java,MySQL",Jornada completa,True,https://www.tecnoempleo.com/fullstack-vuejs-java-sg-tech/vue-java-mysql/rf-b4041e881253e3ff1b4c
Oracle Exadata,Base de Datos/DBA,"Oacle,Exadaa",Jornada completa,False,https://www.tecnoempleo.com/oracle-exadata-axiom-software-solutions/oracle-exadata/rf-b05e13bd021ce3d98646
Data Engineering Senior Developer,Programador,"sap,fioi",Jornada completa,False,https://www.tecnoempleo.com/data-engineering-senior-developer-axiom-software-s/sap-fiori/rf-95f31226c2b813e01a4c
Ingeniero/a Testing Automatizacion,Tester,"DOORS,Jia,jekis",Jornada completa,False,https://www.tecnoempleo.com/ingeniero-testing-automatizacion-gmv/doors-jira-jenkins-sonarqube/rf-94221fc3626ee31dcd4b
QA Automation,Tester,"Seleium,Appium,Posma",Jornada completa,False,https://www.tecnoempleo.com/qa-automation-hays/selenium-appium-postman-test-link-test-rail/rf-2dfc1307a2b983fc194b
Desarrollador/a Backend .NET Senior,Desarrollador Web,".Ne,ASP.Ne,APIRes",Jornada completa,False,https://www.tecnoempleo.com/desarrollador-backend-net-senior-hibrido/net-aspnet-api-rest-net-core/rf-5ad3167492a263126c42
Frontend Staff Engineer (Accessibility),Programador,"Reac,TypeScip,CSS",Jornada completa,True,https://www.tecnoempleo.com/frontend-staff-engineer-accessibility-datadog/react-typescript-css-wcag-ar/rf-b9cc17a0521db3378341
Ingeniero/a de Software React,Programador,"Reac,HTML,CSS",Jornada completa,False,https://www.tecnoempleo.com/ingeniero-software-react-gmv/react-html-css/rf-cb0812cf12209385a44e
Embedded Software Engineer,Electronica,"C,C,Ada",Jornada completa,False,https://www.tecnoempleo.com/embedded-software-engineer-airbus/c-c-ada/rf-35da153002e623e03b45
IT Security Operation specialist,Ciberseguridad,"Spluk,CybeAk",Jornada completa,False,https://www.tecnoempleo.com/it-security-operation-specialist-airbus/splunk-cyberark/rf-32b81acb82bbc3a52541
SAP Filling Consultant,Consultor,sap,Jornada completa,False,https://www.tecnoempleo.com/sap-filling-consultant-basf/sap/rf-5b861c74f2ea73dc7d4d
Software Engineer ISR Mission Systems,Programador,"C,C",Jornada completa,False,https://www.tecnoempleo.com/software-engineer-isr-mission-systems-airbus/c-c/rf-a1ec18fdb2d4536f9f4c
Real-Time Software Engineer,Electronica,"C,C,Ada",Jornada completa,False,https://www.tecnoempleo.com/real-time-software-engineer-airbus/c-c-ada/rf-c637193ce2e8f3e8b04a
"Experto Ciberseg., PKI y e-firma",Ciberseguridad,"PKI,Eus,SIAVAL",Jornada completa,False,https://www.tecnoempleo.com/experto-ciberseg-pki-e-firma-michael-page/pki-entrust-siaval/rf-39a517b9520793a32e43
Software Engineer,Programador,"Djago,FasAPI,PosgeSQL",Jornada completa,False,https://www.tecnoempleo.com/software-engineer-ebury/django-fastapi-postgresql-kafka-aws-kubernetes/rf-27b91c4cb24f93247d48
Software Development Engineer,Programador,sofwae,Jornada completa,False,https://www.tecnoempleo.com/software-development-engineer-amazon/software/rf-38821ef7d2d893916448
Mission System Software Architect / Developer,Arquitecto TIC,"C,pyho,UML",Jornada completa,False,https://www.tecnoempleo.com/mission-system-software-architect-developer-airbus/c-python-uml-vmware/rf-ed4113f9d26e4316224a
Senior Manual QA Engineer,Tester,"QA,scum,SQL",Jornada completa,False,https://www.tecnoempleo.com/senior-manual-qa-engineer-epam/qa-scrum-sql/rf-9daa18dd4257535b7b4c
Maquetador Frontend Tailwind,Desarrollador Web,"Tailwid,HTML,CSS",Jornada completa,False,https://www.tecnoempleo.com/maquetador-frontend-tailwind-michael-page/tailwind-html-css/rf-db321035f28ef33f824e
Administrador/a de Bases de datos,Base de Datos/DBA,"Pyho,Go,C",Jornada completa,False,https://www.tecnoempleo.com/administrador-bases-datos-gmv/python-go-c-c-ansible-jenkins/rf-87501032a2235398504e
Jefe/a de Proyectos diseno mecanico,Ingenieros/Industria,"SolidWoks,AuoCAD",Jornada completa,False,https://www.tecnoempleo.com/jefe-proyectos-diseno-mecanico-bizkaia/solidworks-autocad/rf-04be133932e7a3a94145
Software Development Manager,Programador,sofwae,Jornada completa,False,https://www.tecnoempleo.com/software-development-manager-amazon/software/rf-7fc510aea29593e8be45
CyberSecurity Architect,Ciberseguridad,"cibeseguidad,CISSP",Jornada completa,False,https://www.tecnoempleo.com/cybersecurity-architect-airbus/ciberseguridad-cissp/rf-b5bb14f5223b336d2449
Cyber Security Software Developer,Ciberseguridad,Cibeseguidad,Jornada completa,False,https://www.tecnoempleo.com/cyber-security-software-developer-airbus/ciberseguridad/rf-a0321f83a278b324fa45
Data Center Operations Technician,Soporte Tecnico,"hadwae,AWS",Jornada completa,False,https://www.tecnoempleo.com/data-center-operations-technician-amazon/hardware-aws/rf-d15b17e8d201433fa14e
Lider Tecnologico,Jefe de Proyecto,"edes,elecomuicacioes",Jornada completa,False,https://www.tecnoempleo.com/lider-tecnologico-michael-page/redes-telecomunicaciones/rf-4d2b138eb2fe83a41b42
Senior Specialist Digitalization SAP EHS,Consultor,"sap,haa",Jornada completa,False,https://www.tecnoempleo.com/senior-specialist-digitalization-sap-ehs-basf/sap-hana/rf-72a617f0027583796c4d
Data Scientist Bioinformatics,Base de Datos/DBA,"PosgeSQL,MySQL,SQLie",Jornada completa,False,https://www.tecnoempleo.com/data-scientist-bioinformatics-basf/postgresql-mysql-sqlite-mongodb/rf-c7c41f7d4248c3f6b745
Manager Solution Architect Data,Arquitecto TIC,"ETL,Hadoop,Spak",Jornada completa,False,https://www.tecnoempleo.com/manager-solution-architect-data-deloitte/etl-hadoop-spark-hive/rf-0914196af284f3eb4f41
Consultor tecnologico / Arquitecto IT,Arquitecto TIC,"Ciix,AVD,VMWae",Jornada completa,False,https://www.tecnoempleo.com/consultor-tecnologico-arquitecto-it-accenture/citrix-avd-vmware-aws/rf-212712dd62709308d64b
Ingeniero/a de algoritmos de navegacion,Ingenieros/Industria,"Malab,C,C",Jornada completa,False,https://www.tecnoempleo.com/ingeniero-algoritmos-navegacion-gmv/matlab-c-c-python/rf-0d3415d1420363731e4b
Cybersecurity Specialist (BISO),Ciberseguridad,"Cibeseguidad,CISM",Jornada completa,False,https://www.tecnoempleo.com/cybersecurity-specialist-biso-santander/ciberseguridad-cism/rf-7899156d025da39cde4f
ServiceNow HRSD Senior Developer,Consultor,"SeviceNow,SAP",Jornada completa,False,https://www.tecnoempleo.com/servicenow-hrsd-senior-developer-basf/servicenow-sap/rf-cd60176f02d133fe7a49
UX Designer,Diseno grafico,"UX,Figma",Jornada completa,False,https://www.tecnoempleo.com/ux-designer-amazon/ux-figma/rf-c4bf1570d2f1438f1b49
Software Development Manager,Jefe de Equipo,"sofwae,hadwae,ewok",Jornada completa,False,https://www.tecnoempleo.com/software-development-manager-amazon/software-hardware-network/rf-795c150a62bb23dacf48
Cyber Security Specialist Audit,Ciberseguridad,"CISSP,CISM,OSCP",Jornada completa,False,https://www.tecnoempleo.com/cyber-security-specialist-audit-basf/cissp-cism-oscp-cisa/rf-7de81463a2008334284c
Senior Architect Wireless Connectivity,Redes,"Wieless,LAN,WAN",Jornada completa,False,https://www.tecnoempleo.com/senior-architect-wireless-connectivity-basf/wireless-lan-wan/rf-82bf15ce52d75376cb40
SalesForce Developer,Programador,"Salesfoce,APEX",Jornada completa,True,https://www.tecnoempleo.com/salesforce-developer-plexus/salesforce-apex/rf-00b71d5c92c6c3271340
Yard Management DevOps,DevOps,"sap,abap,haa",Jornada completa,False,https://www.tecnoempleo.com/yard-management-devops-basf/sap-abap-hana/rf-510c10b2b2a3a3d1fa41
IT Application Owner SAP,Consultor,"sap,haa",Jornada completa,False,https://www.tecnoempleo.com/it-application-owner-sap-basf/sap-hana/rf-bbfb18b022f0e316f143
Beca IT Support,Soporte Tecnico,"Widows,Mac,SeviceNow",Jornada completa,False,https://www.tecnoempleo.com/beca-it-support-bnp-paribas/windows-mac-service-now/rf-5e0e1ad1927743c3ca40
Data Tranparency DevOps Engineer,Big Data,"AzureDataFacoy,AzureDataFlows,Databicks",Jornada completa,False,https://www.tecnoempleo.com/data-tranparency-devops-engineer-basf/azure-data-factory-azure-data-flows-/rf-7df3142082f483bcc444
Fullstack Developer,Programador,"agula,java",Jornada completa,False,https://www.tecnoempleo.com/fullstack-developer-basf/angular-java/rf-0b041fba52d7d3e7334f
Software Engineer Industrial Mobility,Desarrollador Movil,"Koli,Flue",Jornada completa,False,https://www.tecnoempleo.com/software-engineer-industrial-mobility-basf/kotlin-flutter/rf-f08416303225d38e4b44
Desarrollador/a de Software C++,Programador,C,Jornada completa,False,https://www.tecnoempleo.com/desarrollador-software-c-gmv/c/rf-771d1664a2229369164b
Consultor tecnologico,Consultor,"Iue,VMwae,Micosof365",Jornada completa,False,https://www.tecnoempleo.com/consultor-tecnologico-accenture/intune-vmware-microsoft-365-google-workspa/rf-6e641d9b223213d5f649
Senior Specialist Data & AI,Big Data,"daa,AI",Jornada completa,False,https://www.tecnoempleo.com/senior-specialist-data-ai-basf/data-ai/rf-65221149624613625042
SAP Consultant,Consultor,"SAP,ABAP",Jornada completa,False,https://www.tecnoempleo.com/sap-consultant-basf/sap-abap/rf-a997146fc28283036d4c
Senior Developer (Tableau-SQL-Python),Big Data,"Tableau,SQL,Pyho",Jornada completa,True,https://www.tecnoempleo.com/senior-developer-tableau-sql-python-plexus/tableau-sql-python/rf-38db11e0d24413fbd347
OP Senior Fullstack Developer,Programador,"Java,Spig,Agula",Jornada completa,False,https://www.tecnoempleo.com/op-senior-fullstack-developer-basf/java-spring-angular/rf-334f1164b287831a6f47
Genesys Cloud Architect,Arquitecto TIC,"Geesys,ode,Pyho",Jornada completa,True,https://www.tecnoempleo.com/genesys-cloud-architect-cognizant-technology-solut/genesys-node-python/rf-c71d185eb2994378e74e
SAP Consultant Indirect Procurement,Consultor,SAP,Jornada completa,False,https://www.tecnoempleo.com/sap-consultant-indirect-procurement-basf/sap/rf-f79b1f7b3237534b4847
Data Engineer,Big Data,"Pyho,SQL",Jornada completa,False,https://www.tecnoempleo.com/data-engineer-basf/python-sql/rf-1440190cc2a873f9144d
Data Engineer,Big Data,"Pyho,Redshift,QuickSigh",Jornada completa,False,https://www.tecnoempleo.com/data-engineer-amazon/python-redshift-quicksight-aws/rf-091c19f6329e53eee441
DevOps Engineer Supply Chain Planning,DevOps,"SAP,HANA",Jornada completa,False,https://www.tecnoempleo.com/devops-engineer-supply-chain-planning-basf/sap-hana/rf-180e1dd942fbf3dea54e
DevOps Developer,DevOps,"Java,Spig,SQL",Jornada completa,False,https://www.tecnoempleo.com/devops-developer-basf/java-spring-sql/rf-0df7158b62e5c376ab44
Fullstack Engineer for AI Solutions,Inteligencia Artificial/Machine Learning,"Pyho,JavaScip,Node",Jornada completa,False,https://www.tecnoempleo.com/fullstack-engineer-for-ai-solutions-basf/python-javascript-node-angular-vu/rf-626c185422c3e3d32641
Salesforce Solutions Architect,Arquitecto TIC,Salesfoce,Jornada completa,True,https://www.tecnoempleo.com/salesforce-solutions-architect-cognizant-technolog/salesforce/rf-b3641e56520aa3ade642
Data Architect,Arquitecto TIC,"Pyho,SQL,Spak",Jornada completa,True,https://www.tecnoempleo.com/data-architect-cognizant-technology-solutions/python-sql-spark-etl/rf-798f140752cfc338ff41
Mulesoft Architect,Arquitecto TIC,Mulesof,Jornada completa,True,https://www.tecnoempleo.com/mulesoft-architect-plexus/mulesoft/rf-e70c1a7d82635321f043
HR IT SuccessFactors Consultant,Consultor,"SuccessFacos,SAP",Jornada completa,False,https://www.tecnoempleo.com/hr-it-successfactors-consultant-basf/successfactors-sap/rf-54ef1fbf722c93ed794a
IT Asset Global Management,Consultor,"Excel,PoweBI,PoweQuey",Jornada completa,False,https://www.tecnoempleo.com/it-asset-global-management-bnp-paribas/excel-powerbi-powerquery/rf-7dc810ccf2b773bb7f43
Full Stack Developer Mulesoft,Programador,"Mulesof,XML,SOAP",Jornada completa,False,https://www.tecnoempleo.com/full-stack-developer-mulesoft-basf/mulesoft-xml-soap-rest/rf-639b1653d2a0d35ac940
VMware Infrastructure System Engineer,Técnico de Sistemas,"VMwae,Widows,vSphee",Jornada completa,False,https://www.tecnoempleo.com/vmware-infrastructure-system-engineer-basf/vmware-windows-vsphere/rf-b28c1cf1a20273d6e144
Software Development Manager,Jefe de Equipo,sofwae,Jornada completa,False,https://www.tecnoempleo.com/software-development-manager-amazon/software/rf-4d221bbd428233289043
Software Engineer,Consultor,"sap,haa",Jornada completa,False,https://www.tecnoempleo.com/software-engineer-basf/sap-hana/rf-1306141612d413681b47
Senior Software Engineer,DevOps,"Djago,FasAPI,PosgeSQL",Jornada completa,False,https://www.tecnoempleo.com/senior-software-engineer-ebury/django-fastapi-postgresql-kafka-aws-kuberne/rf-3a9c13fdb2566382d142
OP Infrastructure Engineer,Técnico de Sistemas,"azue,CI/CD",Jornada completa,False,https://www.tecnoempleo.com/op-infrastructure-engineer-basf/azure-ci-cd/rf-ca8b1f7692b783a26444
Senior Data Analyst,Analista,daa,Jornada completa,False,https://www.tecnoempleo.com/senior-data-analyst-deloitte/data/rf-14ad138fb2620387d54d
RPA BluePrism Developer Senior,Programador,"RPA,BluePism,Pyho",Jornada completa,False,https://www.tecnoempleo.com/rpa-blueprism-developer-senior-ey/rpa-blueprism-python/rf-5e891260e20a3370944e
Senior DevOps Engineer,DevOps,"Salesfoce,APEX",Jornada completa,False,https://www.tecnoempleo.com/senior-devops-engineer-basf/salesforce-apex/rf-87f61a5d52149379c243
iOS Tech Lead,Desarrollador Movil,"Swif,iOS",Jornada completa,True,https://www.tecnoempleo.com/ios-tech-lead-cognizant-technology-solutions/swift-ios/rf-c40c12945253a3abea48
